customer_id,age_group,gender,city,reg_date
C0135,35-44,Мужской,Барнаул,2021-03-22
C0136,25-34,Женский,Тольятти,2023-01-18
C0137,35-44,Женский,Ростов-на-Дону,2022-11-01
C0138,35-44,Женский,Казань,2024-01-10
C0139,45-54,Женский,Саратов,2022-07-13
C0140,45-54,Женский,Махачкала,2023-09-14
C0141,55+,Женский,Томск,2022-11-25
C0142,45-54,Женский,Новосибирск,2021-10-16
C0143,35-44,Женский,Ульяновск,2024-10-13
C0144,55+,Мужской,Владивосток,2024-02-16
C0145,25-34,Мужской,Москва,2022-06-26
C0146,25-34,Женский,Ульяновск,2024-10-08
C0147,25-34,Женский,Барнаул,2023-01-31
C0148,18-24,Женский,Москва,2024-06-22
C0149,45-54,Женский,Кемерово,2024-06-03
C0150,18-24,Женский,Махачкала,2023-08-09
C0151,45-54,Женский,Пермь,2021-08-27
C0152,18-24,Мужской,Ростов-на-Дону,2023-10-06
C0153,18-24,Женский,Тюмень,2021-10-05
C0154,25-34,Женский,Хабаровск,2024-01-12
C0155,25-34,Мужской,Казань,2023-04-30
C0156,35-44,Мужской,Ижевск,2023-04-16
C0157,45-54,Женский,Иркутск,2023-01-29
C0158,18-24,Женский,Самара,2023-01-13
C0159,18-24,Мужской,Тюмень,2024-08-13
C0160,25-34,Женский,Челябинск,2021-09-08
C0161,45-54,Мужской,Новосибирск,2024-09-19
C0162,18-24,Мужской,Москва,2021-04-14
C0163,35-44,Женский,Казань,2024-03-02
C0164,18-24,Мужской,Тюмень,2022-03-01
C0165,25-34,Мужской,Самара,2022-11-04
C0166,35-44,Мужской,Ижевск,2021-01-06
C0167,25-34,Мужской,Казань,2024-01-12
C0168,25-34,Женский,Ульяновск,2021-02-22
C0169,18-24,Женский,Владивосток,2022-05-03
C0170,25-34,Женский,Омск,2021-04-18
C0171,18-24,Женский,Екатеринбург,2021-05-11
C0172,25-34,Мужской,Саратов,2024-04-30
C0173,18-24,Женский,Ижевск,2021-03-30
C0174,35-44,Мужской,Ульяновск,2023-12-04
C0175,25-34,Мужской,Москва,2021-05-05
C0176,55+,Мужской,Пермь,2021-08-10
C0177,25-34,Мужской,Новосибирск,2021-06-15
C0178,25-34,Женский,Казань,2022-07-18
C0179,35-44,Женский,Иркутск,2022-10-28
C0180,25-34,Женский,Ростов-на-Дону,2023-07-19
C0181,25-34,Женский,Владивосток,2021-08-23
C0182,45-54,Мужской,Ярославль,2024-02-04
C0183,35-44,Женский,Волгоград,2022-04-13
C0184,25-34,Мужской,Воронеж,2023-05-02
C0185,35-44,Женский,Уфа,2024-09-24
C0186,25-34,Мужской,Ульяновск,2023-08-30
C0187,18-24,Мужской,Новосибирск,2023-06-04
C0188,18-24,Мужской,Владивосток,2021-09-24
C0189,25-34,Женский,Тюмень,2024-02-25
C0190,25-34,Женский,Красноярск,2024-09-24
C0191,45-54,Женский,Кемерово,2021-04-16
C0192,55+,Женский,Красноярск,2021-08-01
C0193,25-34,Женский,Ульяновск,2023-09-15
C0194,18-24,Женский,Томск,2024-02-14
C0195,25-34,Мужской,Тольятти,2022-04-09
C0196,45-54,Мужской,Ярославль,2024-06-27
C0197,35-44,Мужской,Москва,2024-06-01
C0198,45-54,Мужской,Омск,2021-03-01
C0199,18-24,Мужской,Ростов-на-Дону,2022-11-27
C0200,25-34,Женский,Казань,2024-03-05
C0201,35-44,Женский,Хабаровск,2024-07-20
C0202,55+,Женский,Саратов,2022-03-17
C0203,25-34,Женский,Нижний Новгород,2023-01-28
C0204,25-34,Женский,Тольятти,2024-05-06
C0205,18-24,Женский,Нижний Новгород,2024-06-19
C0206,18-24,Женский,Волгоград,2024-09-17
C0207,25-34,Женский,Пермь,2022-07-14
C0208,18-24,Женский,Красноярск,2023-05-31
C0209,18-24,Мужской,Тольятти,2023-09-24
C0210,25-34,Женский,Самара,2023-03-21
C0211,55+,Женский,Челябинск,2022-09-10
C0212,45-54,Мужской,Ярославль,2022-06-08
C0213,25-34,Женский,Краснодар,2023-06-01
C0214,18-24,Женский,Иркутск,2022-04-17
C0215,25-34,Мужской,Владивосток,2022-12-27
C0216,18-24,Мужской,Санкт-Петербург,2023-06-13
C0217,18-24,Мужской,Томск,2022-10-04
C0218,25-34,Женский,Иркутск,2024-08-04
C0219,25-34,Женский,Москва,2022-10-28
C0220,18-24,Мужской,Волгоград,2023-01-12
C0221,18-24,Мужской,Самара,2023-06-12
C0222,25-34,Женский,Воронеж,2022-09-28
C0223,35-44,Женский,Ярославль,2021-12-11
C0224,18-24,Мужской,Саратов,2023-11-11
C0225,18-24,Мужской,Красноярск,2024-08-14
C0226,45-54,Женский,Казань,2022-06-09
C0227,18-24,Женский,Ярославль,2024-09-04
C0228,18-24,Мужской,Барнаул,2023-10-09
C0229,25-34,Женский,Тольятти,2023-07-09
C0230,35-44,Мужской,Барнаул,2024-07-25
C0231,55+,Женский,Барнаул,2022-10-10
C0232,18-24,Женский,Волгоград,2024-07-17
C0233,25-34,Женский,Санкт-Петербург,2022-12-22
C0234,25-34,Женский,Волгоград,2021-03-19
C0235,18-24,Мужской,Новосибирск,2024-08-13
C0236,45-54,Мужской,Ижевск,2024-05-01
C0237,25-34,Женский,Тюмень,2021-03-26
C0238,25-34,Мужской,Барнаул,2022-01-21
C0239,25-34,Женский,Казань,2021-05-07
C0240,25-34,Мужской,Махачкала,2022-12-05
C0241,55+,Женский,Барнаул,2021-12-20
C0242,18-24,Мужской,Волгоград,2023-12-10
C0243,25-34,Женский,Красноярск,2022-08-03
C0244,25-34,Мужской,Ульяновск,2024-05-09
C0245,18-24,Мужской,Уфа,2021-05-15
C0246,25-34,Женский,Воронеж,2022-08-05
C0247,25-34,Мужской,Кемерово,2024-05-19
C0248,45-54,Женский,Тольятти,2024-09-21
C0249,18-24,Женский,Барнаул,2024-09-18
C0250,25-34,Женский,Новосибирск,2022-09-27
C0251,25-34,Мужской,Уфа,2021-09-19
C0252,35-44,Мужской,Хабаровск,2023-12-15
C0253,18-24,Мужской,Саратов,2023-01-12
C0254,18-24,Женский,Челябинск,2022-12-01
C0255,45-54,Женский,Самара,2021-10-09
C0256,18-24,Женский,Владивосток,2021-07-27
C0257,25-34,Женский,Хабаровск,2023-12-15
C0258,18-24,Женский,Ярославль,2024-06-19
C0259,18-24,Женский,Нижний Новгород,2022-01-06
C0260,45-54,Мужской,Владивосток,2021-12-06
C0261,35-44,Женский,Красноярск,2024-10-17
C0262,35-44,Мужской,Ижевск,2022-08-07
C0263,35-44,Мужской,Самара,2023-12-30
C0264,18-24,Мужской,Владивосток,2023-08-19
C0265,45-54,Женский,Ульяновск,2024-03-14
C0266,55+,Женский,Ростов-на-Дону,2023-02-22
C0267,25-34,Женский,Нижний Новгород,2022-02-13
C0268,45-54,Женский,Омск,2021-04-17
C0269,35-44,Мужской,Тюмень,2021-07-30
C0270,35-44,Женский,Екатеринбург,2022-08-07
C0271,18-24,Женский,Волгоград,2023-11-18
C0272,18-24,Женский,Кемерово,2022-03-31
C0273,45-54,Мужской,Кемерово,2021-02-24
C0274,25-34,Женский,Красноярск,2022-04-28
C0275,25-34,Женский,Самара,2021-02-27
C0276,25-34,Женский,Иркутск,2024-08-24
C0277,25-34,Женский,Санкт-Петербург,2022-08-11
C0278,45-54,Женский,Махачкала,2021-10-12
C0279,35-44,Женский,Ижевск,2021-01-11
C0280,45-54,Женский,Челябинск,2021-11-03
C0281,25-34,Мужской,Саратов,2023-05-17
C0282,18-24,Женский,Ростов-на-Дону,2021-09-07
C0283,18-24,Женский,Владивосток,2024-06-29
C0284,25-34,Женский,Оренбург,2023-10-21
C0285,25-34,Женский,Саратов,2024-03-23
C0286,18-24,Женский,Пермь,2021-01-04
C0287,35-44,Женский,Пермь,2022-01-19
C0288,35-44,Женский,Красноярск,2021-05-19
C0289,55+,Женский,Владивосток,2023-11-06
C0290,25-34,Женский,Краснодар,2021-03-31
C0291,35-44,Мужской,Омск,2021-02-03
C0292,25-34,Женский,Самара,2024-09-07
C0293,35-44,Мужской,Хабаровск,2022-11-12
C0294,18-24,Женский,Уфа,2024-08-09
C0295,18-24,Мужской,Волгоград,2023-09-08
C0296,35-44,Мужской,Новосибирск,2023-07-27
C0297,18-24,Женский,Владивосток,2022-02-13
C0298,45-54,Женский,Ростов-на-Дону,2023-11-22
C0299,25-34,Мужской,Краснодар,2022-06-03
C0300,18-24,Мужской,Ростов-на-Дону,2023-01-02
C0301,45-54,Женский,Барнаул,2022-11-11
C0302,25-34,Мужской,Пермь,2023-03-31
C0303,35-44,Мужской,Воронеж,2022-11-26
C0304,55+,Женский,Краснодар,2023-01-23
C0305,45-54,Женский,Владивосток,2021-06-19
C0306,35-44,Женский,Ижевск,2022-01-05
C0307,25-34,Женский,Новосибирск,2022-11-03
C0308,35-44,Женский,Ижевск,2023-05-23
C0309,18-24,Женский,Волгоград,2021-03-28
C0310,35-44,Мужской,Ижевск,2023-06-10
C0311,25-34,Мужской,Санкт-Петербург,2021-06-03
C0312,35-44,Женский,Саратов,2024-10-23
C0313,18-24,Женский,Томск,2024-05-29
C0314,35-44,Женский,Казань,2021-05-18
C0315,18-24,Мужской,Красноярск,2023-02-24
C0316,45-54,Женский,Казань,2024-10-22
C0317,25-34,Женский,Волгоград,2021-06-07
C0318,25-34,Женский,Воронеж,2022-10-06
C0319,35-44,Женский,Екатеринбург,2021-02-23
C0320,35-44,Женский,Воронеж,2024-02-25
C0321,18-24,Мужской,Иркутск,2023-07-03
C0322,18-24,Женский,Иркутск,2023-10-03
C0323,18-24,Женский,Новосибирск,2023-07-15
C0324,18-24,Мужской,Новосибирск,2024-10-28
C0325,55+,Мужской,Ульяновск,2022-12-13
C0326,35-44,Женский,Ростов-на-Дону,2022-09-07
C0327,45-54,Мужской,Кемерово,2024-07-30
C0328,18-24,Женский,Самара,2021-09-06
C0329,55+,Мужской,Самара,2023-10-09
C0330,18-24,Женский,Красноярск,2023-08-16
C0331,45-54,Женский,Ижевск,2021-06-26
C0332,18-24,Женский,Иркутск,2023-09-08
C0333,25-34,Мужской,Махачкала,2024-03-23
C0334,18-24,Мужской,Барнаул,2021-06-01
C0335,25-34,Мужской,Красноярск,2021-09-20
C0336,45-54,Мужской,Барнаул,2024-04-18
C0337,18-24,Мужской,Пермь,2023-10-27
C0338,45-54,Женский,Екатеринбург,2023-11-28
C0339,18-24,Женский,Уфа,2022-04-07
C0340,25-34,Мужской,Оренбург,2022-08-05
C0341,45-54,Женский,Барнаул,2024-02-03
C0342,25-34,Мужской,Ижевск,2023-12-29
C0343,18-24,Мужской,Тольятти,2024-04-04
C0344,18-24,Мужской,Хабаровск,2024-05-24
C0345,25-34,Мужской,Санкт-Петербург,2021-02-28
C0346,18-24,Мужской,Ярославль,2024-03-27
C0347,25-34,Женский,Тольятти,2023-05-04
C0348,35-44,Женский,Оренбург,2024-07-08
C0349,25-34,Мужской,Ростов-на-Дону,2023-09-17
C0350,18-24,Мужской,Воронеж,2022-09-02
C0351,25-34,Мужской,Нижний Новгород,2023-06-20
C0352,25-34,Женский,Уфа,2024-05-27
C0353,18-24,Мужской,Уфа,2022-12-09
C0354,55+,Женский,Красноярск,2023-11-21
C0355,25-34,Женский,Волгоград,2021-09-08
C0356,25-34,Женский,Екатеринбург,2021-04-14
C0357,25-34,Женский,Ижевск,2023-05-07
C0358,18-24,Мужской,Нижний Новгород,2022-11-02
C0359,45-54,Мужской,Челябинск,2021-11-23
C0360,25-34,Женский,Краснодар,2022-09-24
C0361,25-34,Женский,Воронеж,2023-11-02
C0362,25-34,Женский,Тольятти,2022-12-24
C0363,18-24,Женский,Ижевск,2024-09-01
C0364,35-44,Женский,Москва,2021-08-09
C0365,25-34,Мужской,Хабаровск,2023-01-20
C0366,35-44,Женский,Воронеж,2021-04-15
C0367,25-34,Женский,Тюмень,2022-08-15
C0368,18-24,Женский,Ярославль,2024-02-01
C0369,25-34,Мужской,Ульяновск,2024-06-05
C0370,18-24,Мужской,Воронеж,2023-02-04
C0371,35-44,Женский,Красноярск,2021-10-23
C0372,18-24,Женский,Саратов,2021-03-24
C0373,18-24,Женский,Уфа,2023-08-29
C0374,25-34,Женский,Оренбург,2023-11-22
C0375,18-24,Мужской,Уфа,2021-11-29
C0376,25-34,Женский,Махачкала,2022-09-05
C0377,25-34,Женский,Саратов,2023-12-27
C0378,25-34,Женский,Краснодар,2021-02-04
C0379,25-34,Мужской,Пермь,2024-04-10
C0380,25-34,Мужской,Томск,2024-07-12
C0381,18-24,Женский,Барнаул,2024-03-30
C0382,25-34,Мужской,Тольятти,2023-09-11
C0383,18-24,Мужской,Ижевск,2023-02-18
C0384,18-24,Мужской,Санкт-Петербург,2024-03-18
C0385,45-54,Женский,Москва,2023-06-23
C0386,25-34,Женский,Иркутск,2022-02-22
C0387,25-34,Мужской,Кемерово,2023-08-24
C0388,45-54,Мужской,Санкт-Петербург,2021-10-10
C0389,25-34,Женский,Ульяновск,2023-09-07
C0390,25-34,Женский,Нижний Новгород,2023-07-31
C0391,45-54,Женский,Красноярск,2024-10-16
C0392,35-44,Мужской,Барнаул,2022-06-26
C0393,35-44,Женский,Самара,2022-07-26
C0394,25-34,Женский,Ростов-на-Дону,2022-08-15
C0395,35-44,Мужской,Краснодар,2022-10-12
C0396,25-34,Женский,Кемерово,2022-07-15
C0397,25-34,Женский,Тюмень,2023-02-17
C0398,45-54,Женский,Красноярск,2021-10-27
C0399,25-34,Женский,Иркутск,2021-06-11
C0400,25-34,Женский,Омск,2023-09-09
C0401,18-24,Мужской,Омск,2024-02-26
C0402,35-44,Женский,Ижевск,2024-04-16
C0403,18-24,Женский,Оренбург,2023-12-24
C0404,18-24,Женский,Екатеринбург,2023-04-27
C0405,25-34,Женский,Ульяновск,2021-10-09
C0406,18-24,Женский,Кемерово,2021-11-20
C0407,25-34,Мужской,Оренбург,2023-09-02
C0408,25-34,Женский,Ростов-на-Дону,2022-10-20
C0409,25-34,Женский,Ярославль,2021-07-03
C0410,35-44,Женский,Хабаровск,2021-03-18
C0411,45-54,Женский,Оренбург,2021-12-27
C0412,45-54,Женский,Махачкала,2023-03-25
C0413,35-44,Женский,Хабаровск,2022-08-16
C0414,45-54,Женский,Тольятти,2024-05-19
C0415,18-24,Мужской,Ростов-на-Дону,2023-07-20
C0416,55+,Женский,Краснодар,2021-10-02
C0417,45-54,Женский,Челябинск,2021-08-19
C0418,25-34,Мужской,Барнаул,2022-06-11
C0419,35-44,Женский,Уфа,2022-08-28
C0420,25-34,Мужской,Нижний Новгород,2024-06-05
C0421,45-54,Мужской,Махачкала,2023-05-26
C0422,25-34,Женский,Ульяновск,2021-07-15
C0423,18-24,Женский,Уфа,2022-05-24
C0424,18-24,Женский,Волгоград,2022-07-01
C0425,55+,Женский,Хабаровск,2024-03-19
C0426,18-24,Мужской,Иркутск,2022-04-29
C0427,18-24,Женский,Ростов-на-Дону,2021-11-24
C0428,25-34,Женский,Оренбург,2022-09-29
C0429,35-44,Мужской,Ростов-на-Дону,2023-01-23
C0430,35-44,Женский,Казань,2023-09-07
C0431,18-24,Мужской,Ижевск,2023-02-05
C0432,25-34,Женский,Краснодар,2024-01-06
C0433,45-54,Мужской,Ярославль,2022-05-22
C0434,35-44,Женский,Владивосток,2021-06-17
C0435,25-34,Женский,Красноярск,2021-06-09
C0436,45-54,Женский,Махачкала,2024-01-27
C0437,45-54,Женский,Тюмень,2021-11-03
C0438,18-24,Мужской,Волгоград,2021-08-27
C0439,35-44,Мужской,Краснодар,2021-07-06
C0440,45-54,Женский,Санкт-Петербург,2023-07-18
C0441,18-24,Женский,Тольятти,2021-04-29
C0442,25-34,Мужской,Ростов-на-Дону,2021-02-14
C0443,25-34,Мужской,Хабаровск,2022-03-23
C0444,25-34,Женский,Красноярск,2021-05-11
C0445,25-34,Женский,Оренбург,2021-05-22
C0446,55+,Женский,Ростов-на-Дону,2023-04-18
C0447,18-24,Женский,Барнаул,2024-08-15
C0448,55+,Женский,Оренбург,2023-02-23
C0449,25-34,Мужской,Воронеж,2023-02-09
C0450,18-24,Мужской,Томск,2024-01-10
C0451,18-24,Мужской,Екатеринбург,2022-01-01
C0452,55+,Женский,Казань,2022-04-02
C0453,45-54,Мужской,Ростов-на-Дону,2023-08-07
C0454,35-44,Женский,Тюмень,2023-02-16
C0455,45-54,Женский,Красноярск,2021-11-14
C0456,25-34,Мужской,Хабаровск,2021-08-20
C0457,18-24,Мужской,Ижевск,2021-02-02
C0458,18-24,Женский,Ижевск,2021-03-10
C0459,25-34,Мужской,Томск,2021-04-10
C0460,18-24,Женский,Волгоград,2022-04-25
C0461,25-34,Мужской,Ярославль,2021-04-26
C0462,18-24,Мужской,Самара,2024-03-25
C0463,25-34,Женский,Ульяновск,2022-10-19
C0464,18-24,Мужской,Ульяновск,2023-12-04
C0465,18-24,Женский,Санкт-Петербург,2024-02-15
C0466,45-54,Мужской,Кемерово,2021-12-25
C0467,35-44,Женский,Краснодар,2021-04-07
C0468,55+,Мужской,Ульяновск,2023-02-20
C0469,35-44,Женский,Пермь,2023-04-17
C0470,18-24,Женский,Ярославль,2024-01-07
C0471,25-34,Мужской,Ростов-на-Дону,2021-10-23
C0472,45-54,Мужской,Тюмень,2023-04-26
C0473,55+,Женский,Казань,2023-03-07
C0474,18-24,Женский,Барнаул,2021-06-11
C0475,45-54,Мужской,Новосибирск,2024-01-02
C0476,35-44,Женский,Омск,2023-02-12
C0477,35-44,Женский,Томск,2021-05-30
C0478,18-24,Мужской,Хабаровск,2024-10-07
C0479,25-34,Женский,Томск,2022-11-13
C0480,25-34,Мужской,Челябинск,2022-01-25
C0481,55+,Женский,Ярославль,2023-09-08
C0482,45-54,Мужской,Иркутск,2022-02-23
C0483,25-34,Женский,Уфа,2022-08-03
C0484,25-34,Женский,Красноярск,2022-09-24
C0485,25-34,Женский,Краснодар,2023-08-13
C0486,18-24,Мужской,Краснодар,2022-10-18
C0487,45-54,Женский,Пермь,2021-04-04
C0488,25-34,Женский,Казань,2021-02-03
C0489,25-34,Мужской,Тольятти,2023-05-06
C0490,25-34,Женский,Самара,2023-02-17
C0491,25-34,Женский,Тюмень,2024-09-02
C0492,45-54,Женский,Ярославль,2023-09-28
C0493,55+,Мужской,Краснодар,2023-08-02
C0494,18-24,Мужской,Нижний Новгород,2021-10-14
C0495,35-44,Женский,Кемерово,2024-01-16
C0496,55+,Мужской,Саратов,2021-03-11
C0497,45-54,Женский,Махачкала,2024-09-30
C0498,18-24,Женский,Казань,2024-07-15
C0499,18-24,Мужской,Москва,2022-03-24
C0500,25-34,Женский,Ижевск,2024-07-30
C0501,35-44,Женский,Краснодар,2024-09-12
C0502,25-34,Женский,Тюмень,2023-04-23
C0503,18-24,Женский,Омск,2024-01-03
C0504,55+,Женский,Махачкала,2024-10-12
C0505,25-34,Мужской,Нижний Новгород,2021-08-08
C0506,45-54,Женский,Самара,2022-01-29
C0507,35-44,Женский,Красноярск,2022-07-02
C0508,35-44,Женский,Воронеж,2023-07-30
C0509,25-34,Мужской,Самара,2022-09-07
C0510,35-44,Мужской,Барнаул,2024-08-23
C0511,35-44,Женский,Воронеж,2023-02-12
C0512,25-34,Женский,Москва,2021-12-17
C0513,18-24,Мужской,Барнаул,2022-11-10
C0514,25-34,Мужской,Екатеринбург,2023-12-18
C0515,45-54,Женский,Оренбург,2024-03-06
C0516,25-34,Женский,Новосибирск,2022-07-29
C0517,45-54,Женский,Санкт-Петербург,2022-01-03
C0518,45-54,Женский,Челябинск,2024-04-17
C0519,18-24,Мужской,Махачкала,2023-03-27
C0520,45-54,Женский,Тольятти,2022-05-08
C0521,25-34,Мужской,Ульяновск,2024-01-13
C0522,25-34,Мужской,Казань,2021-06-10
C0523,25-34,Мужской,Санкт-Петербург,2021-07-20
C0524,25-34,Мужской,Уфа,2024-05-24
C0525,35-44,Мужской,Воронеж,2022-10-31
C0526,18-24,Женский,Волгоград,2023-10-02
C0527,18-24,Женский,Воронеж,2023-06-04
C0528,18-24,Женский,Воронеж,2021-06-25
C0529,35-44,Женский,Самара,2021-05-31
C0530,18-24,Женский,Иркутск,2024-07-22
C0531,18-24,Женский,Красноярск,2021-08-07
C0532,18-24,Мужской,Волгоград,2023-01-08
C0533,35-44,Женский,Новосибирск,2022-01-19
C0534,25-34,Женский,Саратов,2023-04-16
C0535,18-24,Женский,Тюмень,2021-07-10
C0536,25-34,Мужской,Томск,2023-02-28
C0537,18-24,Женский,Ярославль,2021-06-23
C0538,35-44,Женский,Самара,2024-03-17
C0539,25-34,Мужской,Нижний Новгород,2021-10-12
C0540,25-34,Женский,Казань,2021-05-10
C0541,18-24,Женский,Ростов-на-Дону,2023-09-19
C0542,35-44,Женский,Самара,2024-07-04
C0543,25-34,Женский,Волгоград,2021-08-08
C0544,18-24,Женский,Воронеж,2022-11-12
C0545,45-54,Женский,Томск,2022-11-06
C0546,25-34,Женский,Махачкала,2024-08-26
C0547,55+,Женский,Уфа,2024-05-20
C0548,45-54,Женский,Уфа,2021-12-30
