order_id,customer_id,product_id,qty,order_date,status
O10167,C1449,P104,2,2024-06-03,Доставлен
O10168,C0761,P103,1,2024-06-01,Доставлен
O10169,C6406,P067,1,2024-05-20,Доставлен
O10170,C0572,P066,1,2024-06-21,Доставлен
O10171,C2801,P037,2,2024-07-01,Доставлен
O10172,C4351,P043,1,2024-10-22,Доставлен
O10173,C3426,P024,1,2024-05-04,Доставлен
O10174,C7232,P095,1,2024-02-19,Доставлен
O10175,C1484,P089,3,2024-09-22,Доставлен
O10176,C1161,P069,1,2024-08-05,Доставлен
O10177,C5268,P077,1,2024-03-25,Доставлен
O10178,C5849,P106,1,2024-03-01,Доставлен
O10179,C3435,P007,2,2024-08-20,Доставлен
O10180,C3254,P084,1,2024-09-29,Доставлен
O10181,C0654,P114,1,2024-08-02,Доставлен
O10182,C5672,P079,3,2024-09-10,Доставлен
O10183,C2200,P002,1,2024-06-18,Доставлен
O10184,C2687,P106,1,2024-09-04,Возврат
O10185,C1671,P092,1,2024-02-02,Доставлен
O10186,C4619,P061,3,2024-05-10,Доставлен
O10187,C4589,P058,1,2024-01-03,Доставлен
O10188,C4062,P120,1,2024-02-23,Доставлен
O10189,C4130,P088,1,2024-04-02,Доставлен
O10190,C7042,P011,1,2024-09-12,Доставлен
O10191,C0777,P104,1,2024-03-14,Доставлен
O10192,C2965,P055,1,2024-08-07,Доставлен
O10193,C8249,P067,1,2024-08-20,Доставлен
O10194,C7554,P061,1,2024-05-22,Доставлен
O10195,C4227,P114,1,2024-05-30,Возврат
O10196,C3861,P036,1,2024-03-10,Доставлен
O10197,C3491,P054,3,2024-01-02,Доставлен
O10198,C7127,P024,1,2024-06-19,Доставлен
O10199,C1049,P090,1,2024-05-08,Доставлен
O10200,C4083,P067,1,2024-02-26,Доставлен
O10201,C4568,P108,3,2024-05-26,Доставлен
O10202,C7841,P078,1,2024-06-27,Доставлен
O10203,C1146,P047,1,2024-07-24,Доставлен
O10204,C2168,P090,2,2024-02-01,Возврат
O10205,C7625,P004,1,2024-06-20,Доставлен
O10206,C0496,P111,1,2024-04-28,Доставлен
O10207,C0576,P017,2,2024-08-18,Доставлен
O10208,C4908,P031,1,2024-04-19,Доставлен
O10209,C2888,P104,2,2024-09-08,Доставлен
O10210,C6781,P082,1,2024-05-25,Доставлен
O10211,C5770,P054,1,2024-02-02,Доставлен
O10212,C1723,P017,1,2024-04-17,Доставлен
O10213,C0235,P063,1,2024-04-05,Доставлен
O10214,C8000,P070,2,2024-01-25,Доставлен
O10215,C6819,P010,1,2024-06-01,Доставлен
O10216,C5429,P066,1,2024-04-28,Доставлен
O10217,C5343,P091,2,2024-02-10,Доставлен
O10218,C0471,P022,1,2024-10-09,Доставлен
O10219,C2884,P044,1,2024-03-28,Доставлен
O10220,C6247,P056,1,2024-06-10,Доставлен
O10221,C4465,P050,1,2024-09-26,Доставлен
O10222,C2878,P069,1,2024-03-21,Отменён
O10223,C4695,P058,2,2024-06-17,Доставлен
O10224,C3974,P011,1,2024-03-26,Доставлен
O10225,C7542,P012,2,2024-03-26,Доставлен
O10226,C2611,P118,1,2024-08-09,Возврат
O10227,C7152,P038,1,2024-08-14,Возврат
O10228,C7874,P070,1,2024-08-06,Возврат
O10229,C5537,P024,1,2024-09-27,Доставлен
O10230,C6205,P004,2,2024-03-17,Доставлен
O10231,C7916,P058,1,2024-05-17,Доставлен
O10232,C1311,P096,1,2024-04-03,Доставлен
O10233,C3729,P106,1,2024-06-26,Доставлен
O10234,C6034,P062,1,2024-08-05,Доставлен
O10235,C2115,P110,2,2024-08-19,Доставлен
O10236,C0599,P008,1,2024-04-19,Доставлен
O10237,C5841,P091,1,2024-04-21,Доставлен
O10238,C2062,P100,1,2024-03-05,Доставлен
O10239,C5643,P105,2,2024-08-17,Возврат
O10240,C0372,P040,2,2024-05-10,Доставлен
O10241,C2497,P043,1,2024-05-28,Доставлен
O10242,C3653,P075,2,2024-08-22,Доставлен
O10243,C4804,P014,1,2024-09-01,Отменён
O10244,C1133,P047,2,2024-08-03,Доставлен
O10245,C4678,P052,2,2024-08-23,Доставлен
O10246,C6406,P108,2,2024-06-24,Доставлен
O10247,C0167,P039,3,2024-05-22,Доставлен
O10248,C4335,P096,1,2024-09-12,Доставлен
O10249,C3396,P024,2,2024-02-06,Возврат
O10250,C2672,P037,1,2024-06-18,Доставлен
O10251,C7623,P118,1,2024-01-15,Доставлен
O10252,C6935,P115,1,2024-05-14,Возврат
O10253,C4572,P021,1,2024-01-17,Доставлен
O10254,C0394,P082,1,2024-06-14,Доставлен
O10255,C1395,P017,2,2024-01-25,Доставлен
O10256,C4014,P074,1,2024-03-01,Доставлен
O10257,C8267,P064,1,2024-07-11,Доставлен
O10258,C3668,P032,1,2024-10-08,Доставлен
O10259,C5251,P115,2,2024-02-08,Доставлен
O10260,C0278,P015,1,2024-04-21,Доставлен
O10261,C4591,P108,2,2024-06-15,Доставлен
O10262,C0347,P017,1,2024-08-18,Доставлен
O10263,C7550,P010,3,2024-07-14,Доставлен
O10264,C7070,P085,1,2024-08-24,Доставлен
O10265,C4847,P046,3,2024-06-23,Доставлен
O10266,C6077,P048,1,2024-06-24,Доставлен
O10267,C3933,P089,1,2024-03-09,Доставлен
O10268,C1360,P057,1,2024-09-20,Доставлен
O10269,C4690,P115,1,2024-04-24,Доставлен
O10270,C2629,P089,1,2024-07-06,Доставлен
O10271,C1011,P059,2,2024-09-28,Доставлен
O10272,C8203,P021,2,2024-02-08,Доставлен
O10273,C5134,P013,2,2024-04-04,Доставлен
O10274,C6132,P063,1,2024-05-31,Доставлен
O10275,C0984,P103,1,2024-03-10,Доставлен
O10276,C6320,P098,1,2024-05-14,Доставлен
O10277,C0422,P066,2,2024-10-07,Доставлен
O10278,C0929,P025,2,2024-07-04,Доставлен
O10279,C3965,P023,2,2024-02-16,Доставлен
O10280,C4662,P113,3,2024-01-05,Доставлен
O10281,C2833,P075,1,2024-08-11,Доставлен
O10282,C0362,P074,1,2024-03-31,Доставлен
O10283,C1451,P106,1,2024-01-20,Доставлен
O10284,C2700,P046,1,2024-06-11,Доставлен
O10285,C1002,P091,1,2024-09-01,Доставлен
O10286,C4144,P012,1,2024-05-01,Доставлен
O10287,C5324,P039,1,2024-02-14,Доставлен
O10288,C1425,P101,1,2024-06-03,Доставлен
O10289,C3822,P034,2,2024-07-06,Доставлен
O10290,C3312,P028,1,2024-08-09,Доставлен
O10291,C7565,P055,1,2024-02-14,Доставлен
O10292,C3920,P038,2,2024-02-29,Доставлен
O10293,C2470,P004,2,2024-02-14,Доставлен
O10294,C3340,P065,1,2024-04-24,Доставлен
O10295,C4752,P076,2,2024-10-13,Доставлен
O10296,C0832,P072,1,2024-09-27,Доставлен
O10297,C6224,P087,1,2024-07-03,Доставлен
O10298,C1918,P106,1,2024-10-21,Доставлен
O10299,C0592,P066,1,2024-04-21,Доставлен
O10300,C6432,P072,2,2024-04-15,Доставлен
O10301,C2484,P030,2,2024-07-23,Доставлен
O10302,C4922,P119,2,2024-02-05,Доставлен
O10303,C1394,P002,2,2024-04-21,Доставлен
O10304,C1512,P080,1,2024-09-16,Доставлен
O10305,C7851,P038,1,2024-01-16,Доставлен
O10306,C3375,P101,1,2024-05-07,Доставлен
O10307,C4318,P076,1,2024-01-15,Возврат
O10308,C1256,P033,2,2024-08-31,Доставлен
O10309,C5652,P008,2,2024-09-10,Доставлен
O10310,C2515,P046,2,2024-08-23,Доставлен
O10311,C1233,P106,1,2024-04-16,Доставлен
O10312,C0428,P107,1,2024-09-11,Возврат
O10313,C8255,P094,1,2024-01-29,Доставлен
O10314,C7201,P109,3,2024-04-06,Доставлен
O10315,C6212,P111,2,2024-01-31,Доставлен
O10316,C7564,P003,1,2024-10-31,Доставлен
O10317,C6597,P117,1,2024-07-22,Доставлен
O10318,C4024,P111,2,2024-05-06,Доставлен
O10319,C7557,P008,1,2024-02-25,Доставлен
O10320,C5215,P067,2,2024-01-14,Доставлен
O10321,C1077,P036,1,2024-10-13,Доставлен
O10322,C4091,P024,1,2024-04-20,Доставлен
O10323,C6656,P044,2,2024-09-08,Доставлен
O10324,C3158,P080,2,2024-03-28,Доставлен
O10325,C5490,P077,2,2024-10-22,Доставлен
O10326,C2329,P068,2,2024-06-15,Доставлен
O10327,C2317,P088,1,2024-06-21,Доставлен
O10328,C5834,P041,3,2024-02-27,Доставлен
O10329,C1874,P115,1,2024-08-03,Доставлен
O10330,C3519,P118,1,2024-03-25,Доставлен
O10331,C3854,P055,1,2024-10-14,Доставлен
O10332,C8013,P026,1,2024-10-15,Доставлен
O10333,C3155,P019,3,2024-09-29,Доставлен
O10334,C4229,P089,1,2024-05-10,Доставлен
O10335,C5099,P053,1,2024-05-20,Доставлен
O10336,C7858,P092,1,2024-07-20,Доставлен
O10337,C1448,P017,1,2024-04-26,Доставлен
O10338,C5455,P045,2,2024-10-21,Доставлен
O10339,C6548,P005,1,2024-07-02,Доставлен
O10340,C0080,P066,1,2024-05-17,Доставлен
O10341,C1303,P048,1,2024-10-05,Доставлен
O10342,C5106,P092,1,2024-07-13,Доставлен
O10343,C1191,P054,1,2024-03-01,Доставлен
O10344,C6336,P118,1,2024-04-11,Доставлен
O10345,C1248,P012,1,2024-03-26,Доставлен
O10346,C0363,P101,1,2024-06-22,Доставлен
O10347,C4418,P049,3,2024-05-12,Доставлен
O10348,C6525,P065,3,2024-07-13,Доставлен
O10349,C4186,P119,2,2024-04-28,Доставлен
O10350,C1467,P035,2,2024-04-11,Доставлен
O10351,C4468,P081,1,2024-05-23,Отменён
O10352,C5803,P087,1,2024-08-05,Доставлен
O10353,C3783,P001,2,2024-02-17,Доставлен
O10354,C6778,P083,3,2024-03-18,Доставлен
O10355,C2455,P029,3,2024-07-11,Доставлен
O10356,C7727,P117,1,2024-03-05,Доставлен
O10357,C7292,P096,2,2024-04-16,Доставлен
O10358,C3798,P069,1,2024-01-29,Возврат
O10359,C5323,P108,1,2024-08-18,Доставлен
O10360,C3174,P034,1,2024-10-20,Доставлен
O10361,C5910,P005,1,2024-02-05,Доставлен
O10362,C4254,P110,2,2024-01-10,Доставлен
O10363,C4127,P072,1,2024-08-30,Доставлен
O10364,C0556,P002,1,2024-03-29,Доставлен
O10365,C5419,P092,1,2024-06-20,Доставлен
O10366,C2034,P040,2,2024-10-31,Возврат
O10367,C4180,P037,1,2024-07-17,Доставлен
O10368,C5396,P038,1,2024-02-13,Отменён
O10369,C7799,P108,1,2024-06-30,Доставлен
O10370,C2137,P061,1,2024-09-13,Доставлен
O10371,C0197,P015,1,2024-02-04,Доставлен
O10372,C7321,P027,1,2024-08-24,Доставлен
O10373,C4663,P090,2,2024-10-26,Доставлен
O10374,C5129,P087,1,2024-07-28,Доставлен
O10375,C3735,P106,1,2024-05-22,Доставлен
O10376,C7970,P092,1,2024-01-24,Доставлен
O10377,C7291,P002,1,2024-02-22,Доставлен
O10378,C4651,P082,1,2024-08-17,Доставлен
O10379,C1228,P095,2,2024-01-21,Доставлен
O10380,C4944,P072,1,2024-05-27,Доставлен
O10381,C4018,P041,2,2024-03-17,Доставлен
O10382,C3310,P082,1,2024-03-27,Доставлен
O10383,C7732,P092,1,2024-07-26,Доставлен
O10384,C2043,P085,1,2024-03-11,Доставлен
O10385,C5337,P049,1,2024-08-21,Возврат
O10386,C7740,P013,2,2024-06-23,Доставлен
O10387,C2129,P114,2,2024-02-03,Доставлен
O10388,C7680,P005,1,2024-09-24,Доставлен
O10389,C4549,P010,2,2024-01-02,Доставлен
O10390,C1980,P015,3,2024-03-02,Доставлен
O10391,C6576,P033,1,2024-02-11,Возврат
O10392,C8272,P031,1,2024-10-22,Доставлен
O10393,C4972,P023,2,2024-06-03,Доставлен
O10394,C8020,P028,3,2024-09-21,Доставлен
O10395,C5513,P091,1,2024-09-11,Отменён
O10396,C7912,P038,1,2024-09-10,Доставлен
O10397,C0926,P061,1,2024-03-02,Доставлен
O10398,C5581,P032,1,2024-02-18,Доставлен
O10399,C0505,P071,3,2024-03-25,Доставлен
O10400,C0990,P079,1,2024-07-26,Доставлен
O10401,C0320,P019,1,2024-07-03,Доставлен
O10402,C3331,P071,3,2024-10-19,Доставлен
O10403,C5915,P059,1,2024-06-06,Доставлен
O10404,C2189,P014,2,2024-01-01,Доставлен
O10405,C3096,P088,3,2024-08-29,Доставлен
O10406,C0347,P058,1,2024-05-05,Доставлен
O10407,C0996,P068,1,2024-08-01,Доставлен
O10408,C7122,P097,2,2024-10-23,Доставлен
O10409,C0600,P064,2,2024-01-18,Доставлен
O10410,C3844,P035,1,2024-10-31,Доставлен
O10411,C7131,P063,2,2024-10-03,Доставлен
O10412,C6708,P120,1,2024-07-28,Доставлен
O10413,C7779,P103,1,2024-05-17,Доставлен
O10414,C6472,P041,1,2024-08-06,Доставлен
O10415,C5906,P087,1,2024-09-18,Доставлен
O10416,C1687,P058,3,2024-05-18,Доставлен
O10417,C5735,P001,2,2024-01-21,Доставлен
O10418,C5470,P098,1,2024-03-17,Доставлен
O10419,C7168,P023,1,2024-04-25,Доставлен
O10420,C2049,P109,2,2024-05-10,Доставлен
O10421,C6083,P057,1,2024-01-06,Доставлен
O10422,C0541,P060,2,2024-05-12,Доставлен
O10423,C0643,P094,1,2024-06-20,Доставлен
O10424,C5617,P019,1,2024-05-19,Доставлен
O10425,C7842,P048,1,2024-06-24,Доставлен
O10426,C3279,P062,2,2024-10-21,Доставлен
O10427,C0406,P008,2,2024-07-02,Доставлен
O10428,C3440,P052,2,2024-07-27,Доставлен
O10429,C3423,P025,1,2024-08-10,Доставлен
O10430,C4225,P017,1,2024-06-30,Доставлен
O10431,C2611,P099,2,2024-09-23,Доставлен
O10432,C2291,P115,2,2024-04-22,Доставлен
O10433,C2896,P024,1,2024-10-23,Доставлен
O10434,C0580,P030,2,2024-08-29,Доставлен
O10435,C0872,P001,1,2024-10-26,Доставлен
O10436,C3402,P033,2,2024-01-18,Доставлен
O10437,C7304,P002,1,2024-04-07,Доставлен
O10438,C3222,P088,1,2024-10-02,Доставлен
O10439,C3450,P069,1,2024-07-23,Доставлен
O10440,C1352,P017,1,2024-09-06,Доставлен
O10441,C0208,P035,1,2024-08-13,Доставлен
O10442,C6090,P097,2,2024-02-28,Доставлен
O10443,C6898,P074,1,2024-10-03,Доставлен
O10444,C6327,P038,1,2024-07-01,Доставлен
O10445,C2361,P013,1,2024-10-03,Доставлен
O10446,C7596,P080,1,2024-08-10,Доставлен
O10447,C5296,P027,2,2024-08-18,Доставлен
O10448,C7024,P067,1,2024-04-14,Доставлен
O10449,C2176,P068,3,2024-04-19,Доставлен
O10450,C0623,P029,1,2024-08-27,Доставлен
O10451,C3567,P087,1,2024-07-09,Доставлен
O10452,C2704,P013,1,2024-07-10,Доставлен
O10453,C6892,P045,2,2024-02-11,Доставлен
O10454,C0490,P017,1,2024-07-21,Доставлен
O10455,C6633,P082,1,2024-01-19,Доставлен
O10456,C7500,P029,3,2024-09-10,Доставлен
O10457,C1534,P112,1,2024-10-17,Доставлен
O10458,C7022,P032,1,2024-10-25,Доставлен
O10459,C1459,P114,2,2024-04-28,Доставлен
O10460,C3035,P040,1,2024-08-28,Доставлен
O10461,C2502,P014,1,2024-10-16,Доставлен
O10462,C3966,P117,1,2024-05-31,Доставлен
O10463,C6794,P030,1,2024-05-11,Доставлен
O10464,C4736,P001,1,2024-10-15,Доставлен
O10465,C4686,P054,1,2024-07-07,Доставлен
O10466,C7700,P008,1,2024-04-21,Доставлен
O10467,C2452,P095,2,2024-01-09,Доставлен
O10468,C7664,P027,1,2024-07-11,Доставлен
O10469,C2749,P045,2,2024-08-24,Доставлен
O10470,C3046,P022,2,2024-04-14,Доставлен
O10471,C8274,P058,1,2024-04-19,Доставлен
O10472,C1071,P055,1,2024-01-03,Доставлен
O10473,C2030,P005,1,2024-06-03,Доставлен
O10474,C7059,P051,2,2024-01-12,Доставлен
O10475,C3406,P110,2,2024-07-30,Доставлен
O10476,C7329,P100,2,2024-10-19,Доставлен
O10477,C3240,P086,1,2024-07-01,Доставлен
O10478,C4578,P012,1,2024-08-08,Доставлен
O10479,C0381,P077,1,2024-02-19,Доставлен
O10480,C4795,P118,2,2024-07-06,Доставлен
O10481,C1761,P002,1,2024-09-08,Доставлен
O10482,C4455,P054,1,2024-10-21,Доставлен
O10483,C4177,P118,1,2024-04-19,Доставлен
O10484,C3831,P070,1,2024-10-08,Доставлен
O10485,C5335,P017,1,2024-10-20,Доставлен
O10486,C5436,P050,1,2024-02-14,Доставлен
O10487,C7250,P070,2,2024-06-04,Доставлен
O10488,C7251,P012,1,2024-10-03,Доставлен
O10489,C7292,P036,1,2024-05-15,Доставлен
O10490,C6608,P066,1,2024-04-19,Доставлен
O10491,C6473,P021,2,2024-01-30,Доставлен
O10492,C0739,P066,2,2024-10-29,Доставлен
O10493,C6389,P036,1,2024-03-25,Доставлен
O10494,C3643,P039,2,2024-04-28,Доставлен
O10495,C6647,P077,1,2024-02-27,Доставлен
O10496,C1674,P088,1,2024-01-17,Доставлен
O10497,C8265,P058,1,2024-09-23,Доставлен
O10498,C3434,P043,2,2024-08-02,Доставлен
O10499,C6255,P055,1,2024-06-02,Доставлен
O10500,C0961,P028,1,2024-05-12,Доставлен
O10501,C7530,P056,2,2024-10-25,Доставлен
O10502,C1343,P055,1,2024-03-31,Доставлен
O10503,C5539,P006,3,2024-05-01,Доставлен
O10504,C6637,P090,1,2024-06-28,Доставлен
O10505,C6698,P091,1,2024-02-05,Доставлен
O10506,C0728,P006,2,2024-06-03,Доставлен
O10507,C3631,P028,1,2024-03-08,Доставлен
O10508,C6816,P092,2,2024-07-24,Доставлен
O10509,C3661,P066,1,2024-01-01,Доставлен
O10510,C0425,P022,1,2024-09-03,Доставлен
O10511,C0190,P014,3,2024-01-16,Доставлен
O10512,C4822,P104,1,2024-08-26,Доставлен
O10513,C1518,P117,1,2024-01-29,Доставлен
O10514,C1485,P077,1,2024-10-17,Доставлен
O10515,C1900,P025,2,2024-07-10,Доставлен
O10516,C5837,P044,1,2024-02-18,Доставлен
O10517,C3648,P107,2,2024-07-29,Доставлен
O10518,C1336,P065,1,2024-09-09,Доставлен
O10519,C0128,P069,1,2024-06-08,Доставлен
O10520,C2419,P077,2,2024-03-24,Доставлен
O10521,C5991,P003,1,2024-02-21,Доставлен
O10522,C1372,P020,3,2024-04-22,Доставлен
O10523,C2302,P010,2,2024-05-23,Доставлен
O10524,C2674,P018,1,2024-05-15,Доставлен
O10525,C0855,P106,1,2024-02-07,Возврат
O10526,C7720,P064,1,2024-10-11,Доставлен
O10527,C2532,P092,1,2024-10-03,Доставлен
O10528,C6545,P014,1,2024-04-02,Доставлен
O10529,C2152,P093,1,2024-04-27,Доставлен
O10530,C6363,P076,3,2024-07-08,Возврат
O10531,C7035,P041,1,2024-02-17,Доставлен
O10532,C1932,P071,1,2024-02-02,Доставлен
O10533,C1990,P086,2,2024-04-27,Доставлен
O10534,C3632,P026,1,2024-06-15,Доставлен
O10535,C8116,P075,2,2024-03-10,Доставлен
O10536,C2469,P029,1,2024-05-25,Доставлен
O10537,C5585,P077,1,2024-09-15,Доставлен
O10538,C1728,P109,1,2024-10-25,Доставлен
